"" ,"frames_scrubbed" ,"frames_OK" ,"FD" ,"FD_scrubbed"
"sp0629_sess1_rest1" ,60.000000000000000 ,40.000000000000000 ,12.042959116926097 ,12.867284369468688
"sp0630_sess1_rest1" ,17.000000000000000 ,139.000000000000000 ,0.188823521738091 ,0.172482806730314
"sp0631_sess1_rest1" ,17.000000000000000 ,139.000000000000000 ,0.199773253188018 ,0.185225044390646
"sp0632_sess1_rest1" ,22.000000000000000 ,134.000000000000000 ,0.211911376481575 ,0.197601960187680
"sp0640_sess1_rest1" ,111.000000000000000 ,189.000000000000000 ,0.264144846365902 ,0.176443862173944
"sp0644_sess1_rest1" ,44.000000000000000 ,256.000000000000000 ,0.207064849287147 ,0.136070431662979
"sp0645_sess1_rest1" ,5.000000000000000 ,295.000000000000000 ,0.124520614076667 ,0.121755928339652
"sp0650_sess1_rest1" ,46.000000000000000 ,110.000000000000000 ,0.252900179235205 ,0.205600402497370
"sp0657_sess1_rest1" ,60.000000000000000 ,40.000000000000000 ,178.369980898770422 ,191.844595909118652
"sp0658_sess1_rest1" ,29.000000000000000 ,127.000000000000000 ,0.291191263833354 ,0.272065671899962
"sp0662_sess1_rest1" ,13.000000000000000 ,143.000000000000000 ,0.193336887489403 ,0.163996715334729
"sp0664_sess1_rest1" ,0.000000000000000 ,156.000000000000000 ,0.073311327830438 ,0.073311327830438
"sp0675_sess1_rest1" ,60.000000000000000 ,40.000000000000000 ,19.363606077252012 ,19.660078716278075
"sp0676_sess1_rest1" ,59.000000000000000 ,97.000000000000000 ,0.387482087217992 ,0.153636425539541
"sp0678_sess1_rest1" ,41.000000000000000 ,115.000000000000000 ,0.208438676090971 ,0.142518803117829
"sp0679_sess1_rest1" ,70.000000000000000 ,86.000000000000000 ,0.270680980913101 ,0.194738406558023
"sp0681_sess1_rest1" ,51.000000000000000 ,105.000000000000000 ,0.253840948184652 ,0.131106619508221
"sp0682_sess1_rest1" ,0.000000000000000 ,300.000000000000000 ,0.115411395362787 ,0.115411395362787
"sp0692_sess1_rest1" ,18.000000000000000 ,138.000000000000000 ,0.202324676958303 ,0.163805951697439
"sp0696_sess1_rest1" ,0.000000000000000 ,156.000000000000000 ,0.164467130853764 ,0.164467130853764
"sp0697_sess1_rest1" ,32.000000000000000 ,268.000000000000000 ,0.253727833201554 ,0.244721984776776
"sp0699_sess1_rest1" ,11.000000000000000 ,289.000000000000000 ,0.171376814835247 ,0.165784117739855
"sp0701_sess1_rest1" ,26.000000000000000 ,274.000000000000000 ,0.189991202205420 ,0.174774994793938
"sp0701_sess1_rest2" ,0.000000000000000 ,300.000000000000000 ,0.105321753545848 ,0.105321753545848
"sp0709_sess1_rest1" ,60.000000000000000 ,40.000000000000000 ,10.530047744211524 ,10.685008764266968
"sp0713_sess1_rest1" ,21.000000000000000 ,279.000000000000000 ,0.167012693877503 ,0.145362573870116
"sp0714_sess1_rest1" ,8.000000000000000 ,148.000000000000000 ,0.160637509221992 ,0.147554593705604
"sp0715_sess1_rest1" ,0.000000000000000 ,156.000000000000000 ,0.086592564329265 ,0.086592564329265
"sp0735_sess1_rest1" ,22.000000000000000 ,134.000000000000000 ,0.227771373790118 ,0.164985284125222
"sp0747_sess1_rest1" ,96.000000000000000 ,204.000000000000000 ,0.342863656107000 ,0.173487727920263
"sp0748_sess1_rest1" ,37.000000000000000 ,263.000000000000000 ,0.197327049635974 ,0.137114128417812
"sp0758_sess1_rest1" ,11.000000000000000 ,289.000000000000000 ,0.117159578886917 ,0.110860244914268
"sp0761_sess1_rest1" ,108.000000000000000 ,48.000000000000000 ,0.588942378398872 ,0.205228309285768
"sp0762_sess1_rest1" ,0.000000000000000 ,156.000000000000000 ,0.084349545343749 ,0.084349545343749
